date,Domestic Aviation,Ground Transport,Industry,Power,Residential,其它
2021-07-31,0.12,4.87,7.74,12.08,1.42,26.23
2021-08-01,0.12,4.11,7.74,12.12,1.46,25.56
2021-08-02,0.13,5.38,7.0,10.89,1.47,24.87
2021-08-03,0.13,5.55,6.6,10.25,1.48,24.01
2021-08-04,0.14,5.66,7.58,11.78,1.45,26.61
2021-08-05,0.14,5.69,7.9,12.28,1.43,27.43
2021-08-06,0.14,5.52,7.76,12.06,1.42,26.9
2021-08-07,0.12,4.95,7.67,11.9,1.43,26.06
2021-08-08,0.12,4.14,7.52,11.66,1.45,24.89
2021-08-09,0.14,5.47,6.59,10.22,1.43,23.84
2021-08-10,0.13,5.63,6.2,9.62,1.41,23.0
2021-08-11,0.14,5.55,6.67,10.34,1.4,24.1
2021-08-12,0.14,5.47,6.87,10.68,1.39,24.55
2021-08-13,0.14,5.4,6.77,10.52,1.39,24.22
2021-08-14,0.12,4.77,6.42,9.99,1.39,22.7
2021-08-15,0.12,4.06,6.55,10.18,1.4,22.31
2021-08-16,0.13,5.43,6.27,9.74,1.45,23.01
2021-08-17,0.13,5.27,6.32,9.76,1.52,23.01
2021-08-18,0.13,5.57,7.38,11.42,1.48,25.99
2021-08-19,0.13,5.5,7.49,11.58,1.44,26.14
2021-08-20,0.14,5.42,7.42,11.42,1.41,25.81
2021-08-21,0.12,4.92,7.41,11.4,1.41,25.27
2021-08-22,0.12,4.13,7.11,10.94,1.43,23.72
2021-08-23,0.13,5.42,6.06,9.33,1.46,22.4
2021-08-24,0.13,5.58,5.62,8.65,1.51,21.48
2021-08-25,0.14,5.76,6.51,10.11,1.53,24.04
2021-08-26,0.14,5.87,6.87,10.67,1.55,25.09
2021-08-27,0.14,5.56,7.03,10.91,1.57,25.2
2021-08-28,0.12,5.2,7.06,10.96,1.57,24.91
2021-08-29,0.12,4.55,6.94,10.78,1.57,23.97
2021-08-30,0.13,5.63,6.01,9.34,1.54,22.65
2021-08-31,0.13,5.81,6.36,8.93,1.54,22.77
2021-09-01,0.14,6.02,7.41,10.41,1.59,25.56
2021-09-02,0.14,6.03,7.79,10.95,1.6,26.5
2021-09-03,0.14,5.77,7.76,10.9,1.6,26.17
2021-09-04,0.12,5.27,7.68,10.76,1.62,25.45
2021-09-05,0.12,4.78,7.8,10.89,1.62,25.22
2021-09-06,0.13,5.37,7.17,9.98,1.62,24.27
2021-09-07,0.13,5.88,6.93,9.64,1.57,24.14
2021-09-08,0.14,6.08,8.03,11.18,1.52,26.96
2021-09-09,0.14,6.17,8.4,11.69,1.5,27.9
2021-09-10,0.14,5.83,8.43,11.73,1.51,27.64
2021-09-11,0.12,5.3,7.71,10.78,1.54,25.46
2021-09-12,0.13,4.86,7.37,10.3,1.56,24.22
2021-09-13,0.14,6.09,6.56,9.17,1.58,23.53
2021-09-14,0.14,6.21,6.39,8.89,1.57,23.19
2021-09-15,0.14,6.24,7.23,10.08,1.57,25.26
2021-09-16,0.14,6.21,7.48,10.43,1.64,25.91
2021-09-17,0.14,5.88,7.4,10.31,1.69,25.43
2021-09-18,0.13,5.37,6.97,9.71,1.73,23.91
2021-09-19,0.13,5.08,6.96,9.71,1.82,23.71
2021-09-20,0.14,6.04,6.44,8.99,1.87,23.48
2021-09-21,0.14,6.23,6.25,8.71,1.87,23.2
2021-09-22,0.14,6.44,7.1,9.86,1.87,25.42
2021-09-23,0.15,6.6,7.3,10.13,1.82,25.98
2021-09-24,0.15,6.02,7.07,9.81,1.75,24.79
2021-09-25,0.13,5.48,7.12,9.87,1.69,24.29
2021-09-26,0.13,5.06,7.13,9.92,1.65,23.9
2021-09-27,0.14,6.19,6.59,9.17,1.71,23.81
2021-09-28,0.14,6.3,6.17,8.64,1.83,23.08
2021-09-29,0.14,6.39,7.12,9.93,1.94,25.53
2021-09-30,0.14,6.39,8.1,10.42,2.01,27.05
2021-10-01,0.15,6.04,8.26,10.59,1.94,26.98
2021-10-02,0.13,5.61,8.17,10.47,1.83,26.2
2021-10-03,0.13,5.25,7.95,10.18,1.8,25.31
2021-10-04,0.14,6.24,6.79,8.69,1.96,23.82
2021-10-05,0.14,6.32,6.45,8.25,2.01,23.17
2021-10-06,0.15,6.4,7.46,9.56,2.1,25.67
2021-10-07,0.15,6.33,7.49,9.59,2.09,25.65
2021-10-08,0.15,6.04,6.96,8.93,2.07,24.15
2021-10-09,0.13,5.59,7.15,9.16,2.13,24.15
2021-10-10,0.13,5.15,7.28,9.34,2.3,24.21
2021-10-11,0.15,5.86,6.27,8.05,2.3,22.63
2021-10-12,0.14,6.15,5.74,7.43,2.25,21.71
2021-10-13,0.15,6.3,6.79,8.79,2.24,24.25
2021-10-14,0.15,6.3,7.07,9.15,2.23,24.9
2021-10-15,0.15,5.93,7.1,9.19,2.32,24.7
2021-10-16,0.13,5.52,7.24,9.4,2.58,24.88
2021-10-17,0.13,5.14,7.27,9.43,2.66,24.63
2021-10-18,0.15,6.11,6.71,8.71,2.54,24.21
2021-10-19,0.15,6.19,6.09,7.91,2.45,22.79
2021-10-20,0.15,6.29,6.9,8.96,2.39,24.7
2021-10-21,0.15,6.15,6.82,8.86,2.48,24.46
2021-10-22,0.15,5.95,7.02,9.09,2.64,24.84
2021-10-23,0.13,5.5,7.36,9.54,2.7,25.23
2021-10-24,0.13,5.13,7.24,9.39,2.7,24.6
2021-10-25,0.15,6.36,6.21,8.06,2.59,23.37
2021-10-26,0.15,6.4,5.78,7.43,2.55,22.3
2021-10-27,0.15,6.55,6.75,8.67,2.51,24.62
2021-10-28,0.15,6.54,7.49,9.64,2.51,26.34
2021-10-29,0.15,6.02,7.11,9.15,2.52,24.95
2021-10-30,0.13,5.73,7.16,9.24,2.49,24.74
2021-10-31,0.14,5.37,6.62,8.71,2.5,23.33
