date,Domestic Aviation,Ground Transport,Industry,Power,Residential,印度
2020-10-12,0.01,0.81,2.05,3.37,0.29,6.53
2020-10-13,0.01,0.82,2.07,3.4,0.3,6.59
2020-10-14,0.01,0.83,1.96,3.21,0.3,6.31
2020-10-15,0.01,0.82,1.98,3.24,0.3,6.35
2020-10-16,0.01,0.83,2.01,3.3,0.3,6.45
2020-10-17,0.01,0.79,2.07,3.39,0.3,6.56
2020-10-18,0.01,0.74,1.99,3.27,0.3,6.31
2020-10-19,0.01,0.82,2.05,3.37,0.3,6.55
2020-10-20,0.01,0.82,2.07,3.4,0.31,6.6
2020-10-21,0.01,0.82,2.04,3.35,0.31,6.54
2020-10-22,0.01,0.81,2.02,3.32,0.32,6.49
2020-10-23,0.01,0.81,1.99,3.26,0.32,6.4
2020-10-24,0.01,0.79,1.94,3.19,0.32,6.26
2020-10-25,0.01,0.68,1.84,3.02,0.33,5.88
2020-10-26,0.01,0.8,1.92,3.15,0.34,6.23
2020-10-27,0.01,0.81,1.98,3.25,0.33,6.39
2020-10-28,0.01,0.82,2.02,3.31,0.33,6.49
2020-10-29,0.01,0.81,2.05,3.36,0.34,6.57
2020-10-30,0.01,0.78,2.05,3.37,0.34,6.56
2020-10-31,0.01,0.81,2.06,3.37,0.34,6.59
2020-11-01,0.01,0.74,2.09,3.24,0.35,6.42
2020-11-02,0.01,0.82,2.16,3.35,0.35,6.69
2020-11-03,0.01,0.82,2.19,3.39,0.35,6.76
2020-11-04,0.01,0.77,2.19,3.39,0.36,6.72
2020-11-05,0.01,0.8,2.16,3.34,0.36,6.68
2020-11-06,0.01,0.82,2.19,3.39,0.37,6.77
2020-11-07,0.01,0.82,2.16,3.35,0.36,6.71
2020-11-08,0.01,0.73,2.08,3.23,0.36,6.42
2020-11-09,0.01,0.82,2.15,3.33,0.36,6.68
2020-11-10,0.01,0.82,2.14,3.32,0.37,6.66
2020-11-11,0.01,0.83,2.12,3.29,0.37,6.62
2020-11-12,0.01,0.84,2.15,3.34,0.37,6.72
2020-11-13,0.01,0.83,2.1,3.25,0.37,6.56
2020-11-14,0.01,0.59,1.8,2.79,0.38,5.57
2020-11-15,0.01,0.49,1.7,2.63,0.4,5.23
2020-11-16,0.01,0.78,1.73,2.69,0.46,5.67
2020-11-17,0.01,0.77,1.87,2.91,0.46,6.02
2020-11-18,0.01,0.79,1.98,3.08,0.51,6.38
2020-11-19,0.01,0.78,2.02,3.13,0.56,6.49
2020-11-20,0.01,0.77,2.02,3.14,0.59,6.54
2020-11-21,0.01,0.76,1.99,3.09,0.74,6.6
2020-11-22,0.01,0.68,1.98,3.07,0.82,6.58
2020-11-23,0.01,0.79,2.07,3.21,0.73,6.8
2020-11-24,0.01,0.78,2.11,3.27,0.66,6.84
2020-11-25,0.01,0.8,2.04,3.16,0.57,6.59
2020-11-26,0.01,0.78,1.91,2.96,0.57,6.25
2020-11-27,0.02,0.8,1.92,2.98,0.57,6.28
2020-11-28,0.01,0.77,1.97,3.05,0.62,6.42
2020-11-29,0.01,0.67,1.98,3.07,0.64,6.38
2020-11-30,0.02,0.72,2.08,3.23,0.63,6.68
2020-12-01,0.01,0.79,2.05,3.25,0.55,6.66
2020-12-02,0.02,0.79,2.11,3.35,0.51,6.77
2020-12-03,0.01,0.79,2.12,3.37,0.52,6.82
2020-12-04,0.02,0.79,2.13,3.38,0.48,6.8
2020-12-05,0.01,0.79,2.11,3.35,0.43,6.71
2020-12-06,0.01,0.71,2.01,3.18,0.44,6.36
2020-12-07,0.02,0.81,2.07,3.29,0.44,6.63
2020-12-08,0.01,0.64,2.11,3.35,0.49,6.6
2020-12-09,0.02,0.82,2.11,3.35,0.47,6.77
2020-12-10,0.01,0.81,2.11,3.35,0.49,6.77
2020-12-11,0.02,0.8,2.08,3.29,0.49,6.68
2020-12-12,0.01,0.77,1.98,3.15,0.59,6.51
2020-12-13,0.01,0.71,1.93,3.07,0.88,6.6
2020-12-14,0.02,0.79,2.02,3.21,1.18,7.22
2020-12-15,0.01,0.8,2.09,3.31,1.31,7.52
2020-12-16,0.02,0.81,2.08,3.3,1.46,7.66
2020-12-17,0.01,0.8,2.11,3.35,1.92,8.2
2020-12-18,0.02,0.8,2.17,3.44,2.3,8.73
2020-12-19,0.02,0.8,2.14,3.4,2.17,8.51
2020-12-20,0.01,0.73,2.09,3.32,2.02,8.17
2020-12-21,0.02,0.81,2.18,3.46,1.76,8.22
2020-12-22,0.01,0.81,2.24,3.56,1.57,8.2
2020-12-23,0.02,0.82,2.24,3.55,1.43,8.05
2020-12-24,0.02,0.82,2.24,3.55,1.45,8.07
2020-12-25,0.02,0.79,2.2,3.49,1.52,8.01
2020-12-26,0.02,0.78,2.24,3.56,1.66,8.27
2020-12-27,0.02,0.7,2.15,3.42,1.6,7.89
2020-12-28,0.02,0.81,2.23,3.53,1.88,8.46
2020-12-29,0.01,0.81,2.25,3.57,2.02,8.66
2020-12-30,0.02,0.82,2.22,3.52,2.12,8.68
2020-12-31,0.01,0.82,2.22,3.52,2.15,8.73
2021-01-01,0.02,0.8,2.02,3.47,1.95,8.26
2021-01-02,0.02,0.76,2.01,3.45,1.41,7.66
2021-01-03,0.02,0.68,1.94,3.33,0.9,6.86
2021-01-04,0.02,0.83,1.98,3.4,0.59,6.81
2021-01-05,0.02,0.83,1.98,3.4,0.58,6.8
2021-01-06,0.02,0.84,2.0,3.44,0.64,6.94
2021-01-07,0.02,0.83,1.99,3.42,0.84,7.09
2021-01-08,0.02,0.83,2.24,3.84,1.01,7.94
2021-01-09,0.02,0.82,1.96,3.37,0.85,7.01
2021-01-10,0.02,0.75,1.93,3.33,1.09,7.12
2021-01-11,0.02,0.83,2.05,3.52,1.49,7.91
2021-01-12,0.02,0.83,2.06,3.55,1.93,8.39
2021-01-13,0.02,0.84,2.07,3.56,2.08,8.57
2021-01-14,0.02,0.81,2.0,3.44,1.97,8.22
2021-01-15,0.02,0.84,2.0,3.44,1.84,8.13
2021-01-16,0.02,0.83,2.05,3.52,1.91,8.32
2021-01-17,0.02,0.75,2.04,3.5,1.81,8.11
2021-01-18,0.02,0.82,2.09,3.59,1.38,7.9
2021-01-19,0.02,0.82,2.17,3.74,1.18,7.93
2021-01-20,0.02,0.83,2.22,3.82,1.28,8.15
2021-01-21,0.02,0.82,2.24,3.86,1.44,8.38
2021-01-22,0.02,0.82,2.25,3.88,1.45,8.42
2021-01-23,0.02,0.83,2.23,3.84,1.39,8.3
2021-01-24,0.02,0.73,2.15,3.69,1.56,8.14
2021-01-25,0.02,0.8,2.16,3.72,1.81,8.51
2021-01-26,0.01,0.55,2.08,3.58,2.06,8.29
2021-01-27,0.02,0.81,2.16,3.71,2.16,8.85
2021-01-28,0.02,0.83,2.2,3.79,2.11,8.95
2021-01-29,0.02,0.83,2.24,3.85,2.08,9.01
2021-01-30,0.02,0.83,2.24,3.86,2.1,9.05
2021-01-31,0.02,0.76,2.18,3.75,1.85,8.55
2021-02-01,0.02,0.84,2.22,3.79,1.51,8.37
2021-02-02,0.02,0.83,2.25,3.84,1.11,8.04
2021-02-03,0.02,0.83,2.31,3.93,0.78,7.87
2021-02-04,0.02,0.84,2.19,3.72,0.8,7.56
2021-02-05,0.02,0.84,2.18,3.71,0.93,7.67
2021-02-06,0.02,0.79,2.16,3.68,1.03,7.68
2021-02-07,0.02,0.78,2.11,3.59,1.02,7.51
2021-02-08,0.02,0.83,2.15,3.67,0.79,7.45
2021-02-09,0.02,0.83,2.22,3.79,0.61,7.48
2021-02-10,0.02,0.83,2.25,3.83,0.52,7.45
2021-02-11,0.02,0.83,2.24,3.81,0.52,7.42
2021-02-12,0.02,0.84,2.24,3.81,0.51,7.42
2021-02-13,0.02,0.84,2.23,3.8,0.52,7.41
2021-02-14,0.02,0.8,2.17,3.7,0.5,7.19
2021-02-15,0.02,0.83,2.23,3.8,0.48,7.36
2021-02-16,0.02,0.84,2.24,3.81,0.48,7.39
2021-02-17,0.02,0.82,2.21,3.77,0.48,7.3
2021-02-18,0.02,0.82,2.18,3.7,0.46,7.18
2021-02-19,0.02,0.83,2.13,3.63,0.45,7.05
2021-02-20,0.02,0.83,2.11,3.59,0.43,6.98
2021-02-21,0.02,0.76,2.03,3.46,0.4,6.68
2021-02-22,0.02,0.82,2.14,3.64,0.39,7.01
2021-02-23,0.02,0.82,2.19,3.73,0.39,7.15
2021-02-24,0.02,0.83,2.23,3.79,0.39,7.25
2021-02-25,0.02,0.83,2.25,3.84,0.38,7.32
2021-02-26,0.02,0.83,2.26,3.85,0.39,7.35
2021-02-27,0.02,0.83,2.27,3.87,0.41,7.4
2021-02-28,0.02,0.76,2.23,3.8,0.42,7.23
2021-03-01,0.02,0.83,2.14,3.89,0.39,7.27
2021-03-02,0.02,0.83,2.17,3.95,0.38,7.34
2021-03-03,0.02,0.83,2.19,3.97,0.37,7.38
2021-03-04,0.02,0.82,2.19,3.98,0.37,7.38
2021-03-05,0.02,0.83,2.23,4.05,0.38,7.52
2021-03-06,0.02,0.83,2.21,4.01,0.37,7.44
2021-03-07,0.02,0.76,2.12,3.85,0.37,7.11
2021-03-08,0.02,0.82,2.2,3.99,0.38,7.4
2021-03-09,0.02,0.83,2.26,4.1,0.37,7.57
2021-03-10,0.02,0.83,2.28,4.14,0.36,7.64
2021-03-11,0.02,0.8,2.27,4.12,0.37,7.58
2021-03-12,0.02,0.84,2.18,3.97,0.39,7.39
2021-03-13,0.02,0.83,2.12,3.85,0.37,7.18
2021-03-14,0.02,0.77,2.11,3.83,0.36,7.09
2021-03-15,0.02,0.84,2.2,4.0,0.36,7.41
2021-03-16,0.02,0.82,2.23,4.05,0.35,7.46
2021-03-17,0.02,0.83,2.26,4.1,0.35,7.55
2021-03-18,0.02,0.83,2.28,4.14,0.35,7.61
2021-03-19,0.02,0.83,2.27,4.13,0.35,7.6
2021-03-20,0.02,0.83,2.26,4.1,0.34,7.55
2021-03-21,0.02,0.76,2.19,3.98,0.35,7.3
2021-03-22,0.02,0.8,2.22,4.03,0.36,7.43
2021-03-23,0.02,0.83,2.17,3.94,0.37,7.32
2021-03-24,0.02,0.83,2.21,4.02,0.37,7.45
2021-03-25,0.02,0.83,2.24,4.08,0.36,7.53
2021-03-26,0.02,0.83,2.24,4.08,0.34,7.51
2021-03-27,0.02,0.82,2.26,4.1,0.33,7.52
2021-03-28,0.02,0.6,2.18,3.95,0.32,7.07
2021-03-29,0.02,0.14,2.0,3.63,0.33,6.12
2021-03-30,0.02,0.74,2.07,3.75,0.34,6.91
2021-03-31,0.02,0.8,2.16,3.93,0.34,7.25
2021-04-01,0.02,0.81,1.95,3.92,0.35,7.05
2021-04-02,0.02,0.79,1.98,3.99,0.36,7.14
2021-04-03,0.02,0.82,2.01,4.04,0.36,7.24
2021-04-04,0.02,0.74,1.96,3.95,0.34,7.01
2021-04-05,0.02,0.83,2.01,4.06,0.34,7.26
2021-04-06,0.02,0.82,2.01,4.05,0.35,7.24
2021-04-07,0.02,0.82,2.05,4.12,0.35,7.36
2021-04-08,0.02,0.81,2.08,4.2,0.35,7.47
2021-04-09,0.02,0.82,2.06,4.15,0.35,7.4
2021-04-10,0.02,0.8,2.04,4.11,0.34,7.3
2021-04-11,0.02,0.71,1.98,3.98,0.34,7.02
2021-04-12,0.02,0.8,2.03,4.1,0.34,7.29
2021-04-13,0.02,0.77,2.06,4.16,0.34,7.35
2021-04-14,0.02,0.73,1.99,4.01,0.33,7.07
2021-04-15,0.01,0.76,1.98,3.98,0.35,7.09
2021-04-16,0.01,0.81,1.98,3.99,0.34,7.14
2021-04-17,0.01,0.48,1.93,3.89,0.35,6.68
2021-04-18,0.01,0.22,1.92,3.86,0.35,6.35
2021-04-19,0.01,0.8,1.95,3.93,0.34,7.05
2021-04-20,0.01,0.5,1.99,4.0,0.34,6.85
2021-04-21,0.01,0.49,1.95,3.93,0.35,6.72
2021-04-22,0.01,0.52,1.88,3.79,0.37,6.58
2021-04-23,0.01,0.51,1.85,3.73,0.38,6.48
2021-04-24,0.01,0.38,1.88,3.8,0.34,6.42
2021-04-25,0.01,0.21,1.83,3.69,0.32,6.07
2021-04-26,0.01,0.46,1.94,3.91,0.32,6.65
2021-04-27,0.01,0.42,1.96,3.96,0.31,6.67
2021-04-28,0.01,0.45,1.98,4.0,0.31,6.75
2021-04-29,0.01,0.41,1.98,3.99,0.31,6.7
2021-04-30,0.01,0.39,1.97,3.96,0.31,6.65
2021-05-01,0.01,0.26,2.0,3.78,0.3,6.34
2021-05-02,0.01,0.14,1.94,3.67,0.3,6.07
2021-05-03,0.01,0.31,1.95,3.69,0.3,6.25
2021-05-04,0.01,0.32,1.96,3.7,0.31,6.3
2021-05-05,0.01,0.33,1.93,3.65,0.31,6.23
2021-05-06,0.01,0.35,1.9,3.59,0.31,6.15
2021-05-07,0.01,0.32,1.89,3.57,0.31,6.1
2021-05-08,0.01,0.29,1.94,3.68,0.31,6.22
2021-05-09,0.01,0.16,1.86,3.52,0.31,5.86
2021-05-10,0.01,0.32,1.88,3.56,0.3,6.06
2021-05-11,0.01,0.27,1.83,3.46,0.31,5.88
2021-05-12,0.01,0.31,1.74,3.29,0.32,5.66
2021-05-13,0.01,0.31,1.64,3.11,0.32,5.39
2021-05-14,0.01,0.18,1.75,3.32,0.31,5.58
2021-05-15,0.01,0.26,1.76,3.34,0.31,5.68
2021-05-16,0.01,0.14,1.61,3.04,0.3,5.09
2021-05-17,0.0,0.37,1.59,3.0,0.3,5.26
2021-05-18,0.01,0.37,1.52,2.89,0.29,5.07
2021-05-19,0.01,0.48,1.46,2.77,0.3,5.01
2021-05-20,0.01,0.39,1.44,2.73,0.3,4.88
2021-05-21,0.01,0.39,1.47,2.77,0.31,4.94
2021-05-22,0.01,0.36,1.55,2.93,0.3,5.14
2021-05-23,0.01,0.15,1.56,2.95,0.31,4.98
2021-05-24,0.01,0.39,1.62,3.07,0.3,5.39
2021-05-25,0.0,0.39,1.6,3.03,0.29,5.32
2021-05-26,0.0,0.36,1.55,2.93,0.29,5.14
2021-05-27,0.01,0.41,1.53,2.9,0.28,5.13
2021-05-28,0.01,0.39,1.59,3.01,0.28,5.27
2021-05-29,0.01,0.38,1.68,3.17,0.28,5.51
2021-05-30,0.01,0.18,1.6,3.03,0.28,5.09
2021-05-31,0.01,0.54,1.65,3.13,0.29,5.61
2021-06-01,0.01,0.56,1.74,2.95,0.3,5.56
2021-06-02,0.01,0.6,1.9,3.21,0.29,6.0
2021-06-03,0.01,0.6,1.98,3.34,0.29,6.21
2021-06-04,0.01,0.65,2.03,3.43,0.29,6.4
2021-06-05,0.01,0.6,1.97,3.32,0.28,6.18
2021-06-06,0.01,0.32,1.9,3.21,0.28,5.71
2021-06-07,0.01,0.71,1.95,3.29,0.27,6.23
2021-06-08,0.01,0.66,1.96,3.31,0.27,6.21
2021-06-09,0.01,0.68,1.92,3.25,0.27,6.13
2021-06-10,0.01,0.67,1.88,3.18,0.27,6.0
2021-06-11,0.01,0.71,1.77,2.99,0.27,5.75
2021-06-12,0.01,0.68,1.75,2.96,0.28,5.67
2021-06-13,0.01,0.53,1.63,2.76,0.28,5.21
2021-06-14,0.01,0.74,1.78,3.01,0.29,5.82
2021-06-15,0.01,0.73,1.77,2.99,0.29,5.78
2021-06-16,0.01,0.76,1.79,3.03,0.29,5.88
2021-06-17,0.01,0.75,1.82,3.08,0.29,5.95
2021-06-18,0.01,0.75,1.84,3.12,0.29,6.0
2021-06-19,0.01,0.77,1.79,3.03,0.28,5.88
2021-06-20,0.01,0.6,1.66,2.81,0.29,5.37
2021-06-21,0.01,0.76,1.86,3.15,0.28,6.07
2021-06-22,0.01,0.75,2.02,3.42,0.28,6.48
2021-06-23,0.01,0.75,2.08,3.53,0.28,6.65
2021-06-24,0.01,0.75,2.02,3.42,0.29,6.48
2021-06-25,0.01,0.77,2.01,3.39,0.29,6.46
2021-06-26,0.01,0.77,2.0,3.38,0.29,6.45
2021-06-27,0.01,0.62,2.03,3.44,0.28,6.38
2021-06-28,0.01,0.78,2.2,3.72,0.27,6.98
2021-06-29,0.01,0.77,2.3,3.89,0.27,7.23
2021-06-30,0.01,0.78,2.25,3.8,0.27,7.1
2021-07-01,0.01,0.78,2.18,3.68,0.27,6.91
2021-07-02,0.01,0.81,2.08,3.51,0.27,6.68
2021-07-03,0.01,0.8,2.13,3.58,0.27,6.79
2021-07-04,0.01,0.67,2.18,3.67,0.27,6.8
2021-07-05,0.01,0.79,2.31,3.9,0.27,7.29
2021-07-06,0.01,0.79,2.4,4.05,0.26,7.51
2021-07-07,0.01,0.8,2.37,3.99,0.27,7.44
2021-07-08,0.01,0.79,2.3,3.88,0.26,7.24
2021-07-09,0.01,0.79,2.27,3.83,0.26,7.16
2021-07-10,0.01,0.78,2.27,3.83,0.26,7.15
2021-07-11,0.01,0.67,2.14,3.61,0.26,6.69
2021-07-12,0.01,0.8,2.1,3.55,0.26,6.72
2021-07-13,0.01,0.83,2.08,3.51,0.26,6.7
2021-07-14,0.01,0.82,2.04,3.44,0.27,6.58
2021-07-15,0.01,0.8,2.08,3.51,0.26,6.67
2021-07-16,0.01,0.8,2.2,3.71,0.26,6.99
2021-07-17,0.01,0.8,1.95,3.29,0.26,6.31
2021-07-18,0.01,0.72,2.23,3.76,0.26,6.97
2021-07-19,0.01,0.81,1.79,3.02,0.26,5.88
2021-07-20,0.01,0.85,1.73,2.93,0.27,5.79
2021-07-21,0.01,0.73,1.72,2.89,0.27,5.62
2021-07-22,0.01,0.79,1.77,2.99,0.26,5.82
2021-07-23,0.01,0.8,1.88,3.17,0.26,6.12
2021-07-24,0.01,0.79,1.86,3.14,0.26,6.07
2021-07-25,0.01,0.68,1.82,3.07,0.26,5.84
2021-07-26,0.01,0.8,1.87,3.15,0.26,6.08
2021-07-27,0.01,0.84,1.83,3.08,0.26,6.02
2021-07-28,0.01,0.82,1.67,2.82,0.26,5.58
2021-07-29,0.01,0.83,1.67,2.82,0.26,5.6
2021-07-30,0.01,0.84,1.64,2.76,0.26,5.51
2021-07-31,0.01,0.82,1.64,2.77,0.26,5.5
2021-08-01,0.02,0.75,1.48,2.61,0.26,5.12
2021-08-02,0.01,0.82,1.63,2.88,0.26,5.6
2021-08-03,0.01,0.82,1.69,2.98,0.26,5.76
2021-08-04,0.01,0.82,1.75,3.08,0.26,5.92
2021-08-05,0.01,0.81,1.85,3.27,0.26,6.21
2021-08-06,0.01,0.81,1.93,3.41,0.26,6.43
2021-08-07,0.01,0.83,2.03,3.58,0.26,6.71
2021-08-08,0.01,0.77,1.98,3.49,0.26,6.51
2021-08-09,0.01,0.81,2.05,3.62,0.26,6.75
2021-08-10,0.01,0.82,2.08,3.68,0.26,6.85
2021-08-11,0.01,0.81,2.1,3.71,0.26,6.9
2021-08-12,0.01,0.81,2.15,3.79,0.26,7.01
2021-08-13,0.01,0.83,2.17,3.83,0.26,7.09
2021-08-14,0.01,0.81,2.13,3.76,0.27,6.97
2021-08-15,0.01,0.46,2.03,3.58,0.28,6.36
2021-08-16,0.01,0.81,2.18,3.86,0.27,7.13
2021-08-17,0.01,0.81,2.25,3.97,0.26,7.31
2021-08-18,0.01,0.82,2.17,3.83,0.26,7.09
2021-08-19,0.01,0.81,2.11,3.74,0.26,6.94
2021-08-20,0.01,0.81,2.09,3.69,0.26,6.87
2021-08-21,0.01,0.86,2.02,3.57,0.26,6.72
2021-08-22,0.01,0.83,1.91,3.37,0.26,6.38
2021-08-23,0.01,0.79,1.97,3.47,0.26,6.5
2021-08-24,0.01,0.8,2.03,3.59,0.26,6.7
2021-08-25,0.01,0.81,2.04,3.6,0.26,6.71
2021-08-26,0.01,0.8,2.03,3.59,0.26,6.69
2021-08-27,0.01,0.74,2.08,3.67,0.26,6.77
2021-08-28,0.01,0.81,2.09,3.7,0.27,6.89
2021-08-29,0.01,0.73,2.02,3.57,0.27,6.6
2021-08-30,0.01,0.71,2.01,3.56,0.27,6.57
2021-08-31,0.01,0.83,1.98,3.5,0.27,6.6
2021-09-01,0.02,0.84,2.21,3.47,0.28,6.81
2021-09-02,0.01,0.84,2.23,3.51,0.27,6.86
2021-09-03,0.01,0.84,2.24,3.52,0.27,6.88
2021-09-04,0.01,0.83,2.15,3.37,0.27,6.63
2021-09-05,0.01,0.76,2.1,3.3,0.27,6.44
2021-09-06,0.01,0.83,2.2,3.45,0.27,6.76
2021-09-07,0.01,0.83,2.11,3.31,0.27,6.53
2021-09-08,0.01,0.83,2.05,3.22,0.27,6.39
2021-09-09,0.01,0.82,2.12,3.34,0.27,6.57
2021-09-10,0.01,0.83,2.05,3.22,0.28,6.4
2021-09-11,0.01,0.83,1.91,3.01,0.28,6.05
2021-09-12,0.01,0.8,1.75,2.75,0.29,5.6
2021-09-13,0.01,0.84,1.82,2.86,0.28,5.81
2021-09-14,0.01,0.84,1.83,2.87,0.28,5.82
2021-09-15,0.01,0.84,1.93,3.03,0.27,6.08
2021-09-16,0.01,0.84,1.96,3.08,0.27,6.16
2021-09-17,0.01,0.83,2.02,3.17,0.27,6.31
2021-09-18,0.01,0.84,2.13,3.35,0.27,6.6
2021-09-19,0.01,0.77,2.17,3.41,0.27,6.64
2021-09-20,0.01,0.82,2.23,3.51,0.27,6.84
2021-09-21,0.01,0.82,2.16,3.39,0.28,6.66
2021-09-22,0.01,0.83,2.06,3.24,0.28,6.43
2021-09-23,0.01,0.82,2.05,3.22,0.29,6.4
2021-09-24,0.01,0.83,2.09,3.28,0.28,6.5
2021-09-25,0.01,0.83,2.06,3.24,0.28,6.42
2021-09-26,0.01,0.76,2.0,3.14,0.27,6.18
2021-09-27,0.01,0.81,2.03,3.19,0.27,6.32
2021-09-28,0.01,0.83,1.99,3.12,0.27,6.23
2021-09-29,0.01,0.83,1.99,3.13,0.27,6.24
2021-09-30,0.01,0.83,2.07,3.25,0.27,6.44
2021-10-01,0.02,0.84,2.11,3.36,0.27,6.6
2021-10-02,0.02,0.71,2.03,3.23,0.27,6.25
2021-10-03,0.02,0.75,1.98,3.15,0.28,6.17
2021-10-04,0.02,0.84,2.09,3.33,0.28,6.55
2021-10-05,0.01,0.83,2.16,3.43,0.29,6.72
2021-10-06,0.02,0.83,2.2,3.5,0.28,6.83
2021-10-07,0.02,0.82,2.2,3.51,0.28,6.82
2021-10-08,0.02,0.84,2.22,3.54,0.28,6.89
2021-10-09,0.02,0.82,2.15,3.43,0.28,6.71
2021-10-10,0.02,0.77,2.09,3.33,0.29,6.51
2021-10-11,0.02,0.82,2.18,3.48,0.3,6.8
2021-10-12,0.02,0.83,2.21,3.52,0.3,6.87
2021-10-13,0.02,0.82,2.21,3.52,0.3,6.88
2021-10-14,0.02,0.83,2.18,3.48,0.3,6.8
2021-10-15,0.02,0.72,2.12,3.38,0.29,6.52
2021-10-16,0.02,0.81,2.17,3.45,0.29,6.72
2021-10-17,0.02,0.79,2.0,3.18,0.31,6.3
2021-10-18,0.02,0.84,1.89,3.01,0.32,6.07
2021-10-19,0.02,0.8,1.98,3.16,0.31,6.27
2021-10-20,0.02,0.83,2.06,3.28,0.31,6.49
2021-10-21,0.02,0.83,2.04,3.24,0.3,6.43
2021-10-22,0.02,0.84,2.04,3.25,0.31,6.47
2021-10-23,0.02,0.83,2.02,3.22,0.35,6.44
2021-10-24,0.02,0.62,1.93,3.08,0.37,6.01
2021-10-25,0.02,0.83,2.02,3.22,0.36,6.45
2021-10-26,0.02,0.83,2.07,3.29,0.36,6.56
2021-10-27,0.02,0.83,2.04,3.25,0.36,6.5
2021-10-28,0.02,0.82,2.02,3.21,0.36,6.42
2021-10-29,0.02,0.84,2.04,3.25,0.35,6.5
2021-10-30,0.02,0.84,2.0,3.18,0.36,6.4
2021-10-31,0.02,0.79,1.95,3.1,0.36,6.21
