date,Domestic Aviation,Ground Transport,Industry,Power,Residential,俄罗斯
2020-04-11,0.01,0.35,0.7,2.2,0.5,3.77
2020-04-12,0.01,0.24,0.69,2.17,0.52,3.64
2020-04-13,0.01,0.52,0.71,2.22,0.46,3.92
2020-04-14,0.01,0.56,0.71,2.22,0.45,3.95
2020-04-15,0.01,0.54,0.71,2.23,0.47,3.97
2020-04-16,0.01,0.54,0.72,2.25,0.49,4.01
2020-04-17,0.01,0.55,0.71,2.24,0.47,3.99
2020-04-18,0.01,0.34,0.7,2.21,0.48,3.75
2020-04-19,0.01,0.23,0.68,2.13,0.47,3.52
2020-04-20,0.01,0.52,0.7,2.2,0.45,3.88
2020-04-21,0.01,0.54,0.7,2.2,0.43,3.89
2020-04-22,0.01,0.55,0.7,2.19,0.46,3.9
2020-04-23,0.01,0.55,0.7,2.19,0.48,3.92
2020-04-24,0.01,0.58,0.7,2.19,0.46,3.93
2020-04-25,0.01,0.36,0.68,2.15,0.42,3.62
2020-04-26,0.01,0.26,0.67,2.1,0.39,3.43
2020-04-27,0.01,0.56,0.68,2.15,0.39,3.79
2020-04-28,0.01,0.58,0.68,2.14,0.39,3.8
2020-04-29,0.01,0.6,0.68,2.13,0.35,3.77
2020-04-30,0.02,0.64,0.67,2.1,0.36,3.78
2020-05-01,0.02,0.33,0.7,2.01,0.35,3.41
2020-05-02,0.01,0.32,0.69,1.98,0.32,3.32
2020-05-03,0.01,0.26,0.68,1.95,0.28,3.18
2020-05-04,0.01,0.44,0.68,1.96,0.26,3.35
2020-05-05,0.01,0.46,0.68,1.95,0.21,3.32
2020-05-06,0.01,0.56,0.68,1.96,0.21,3.43
2020-05-07,0.01,0.56,0.68,1.95,0.22,3.42
2020-05-08,0.01,0.61,0.68,1.94,0.26,3.5
2020-05-09,0.01,0.33,0.66,1.88,0.25,3.13
2020-05-10,0.01,0.25,0.65,1.88,0.24,3.04
2020-05-11,0.01,0.38,0.66,1.9,0.21,3.16
2020-05-12,0.01,0.62,0.68,1.95,0.2,3.45
2020-05-13,0.01,0.62,0.69,1.97,0.3,3.58
2020-05-14,0.01,0.62,0.69,1.98,0.32,3.62
2020-05-15,0.02,0.65,0.69,1.99,0.32,3.66
2020-05-16,0.01,0.41,0.68,1.95,0.31,3.36
2020-05-17,0.01,0.31,0.67,1.91,0.3,3.2
2020-05-18,0.01,0.63,0.69,1.99,0.3,3.63
2020-05-19,0.01,0.64,0.7,2.0,0.31,3.65
2020-05-20,0.02,0.63,0.7,2.0,0.3,3.63
2020-05-21,0.01,0.63,0.7,2.01,0.32,3.69
2020-05-22,0.02,0.65,0.7,2.02,0.32,3.7
2020-05-23,0.02,0.39,0.68,1.96,0.31,3.36
2020-05-24,0.02,0.29,0.67,1.93,0.28,3.18
2020-05-25,0.02,0.64,0.69,1.98,0.24,3.56
2020-05-26,0.02,0.65,0.68,1.96,0.21,3.51
2020-05-27,0.02,0.65,0.68,1.95,0.21,3.5
2020-05-28,0.02,0.65,0.68,1.94,0.18,3.46
2020-05-29,0.02,0.67,0.68,1.95,0.17,3.49
2020-05-30,0.02,0.46,0.65,1.88,0.16,3.17
2020-05-31,0.02,0.33,0.65,1.87,0.23,3.1
2020-06-01,0.03,0.65,0.78,1.96,0.26,3.68
2020-06-02,0.02,0.66,0.78,1.96,0.25,3.68
2020-06-03,0.02,0.65,0.78,1.96,0.22,3.64
2020-06-04,0.02,0.66,0.78,1.95,0.2,3.61
2020-06-05,0.02,0.67,0.77,1.94,0.19,3.6
2020-06-06,0.03,0.46,0.75,1.88,0.15,3.27
2020-06-07,0.02,0.32,0.74,1.85,0.13,3.06
2020-06-08,0.02,0.65,0.77,1.93,0.12,3.5
2020-06-09,0.02,0.66,0.78,1.95,0.12,3.53
2020-06-10,0.02,0.67,0.78,1.96,0.12,3.56
2020-06-11,0.03,0.66,0.78,1.97,0.12,3.56
2020-06-12,0.03,0.67,0.76,1.9,0.13,3.49
2020-06-13,0.03,0.37,0.74,1.87,0.19,3.2
2020-06-14,0.03,0.38,0.74,1.85,0.16,3.16
2020-06-15,0.03,0.67,0.77,1.92,0.13,3.52
2020-06-16,0.03,0.68,0.77,1.94,0.12,3.54
2020-06-17,0.03,0.67,0.78,1.96,0.12,3.56
2020-06-18,0.03,0.67,0.78,1.96,0.14,3.58
2020-06-19,0.03,0.67,0.78,1.96,0.15,3.59
2020-06-20,0.03,0.53,0.76,1.91,0.15,3.38
2020-06-21,0.03,0.38,0.75,1.88,0.19,3.23
2020-06-22,0.03,0.66,0.78,1.95,0.17,3.6
2020-06-23,0.03,0.68,0.78,1.95,0.14,3.58
2020-06-24,0.03,0.57,0.76,1.92,0.14,3.42
2020-06-25,0.04,0.67,0.78,1.95,0.16,3.59
2020-06-26,0.04,0.68,0.78,1.95,0.15,3.6
2020-06-27,0.04,0.5,0.76,1.91,0.13,3.33
2020-06-28,0.04,0.39,0.75,1.89,0.15,3.22
2020-06-29,0.04,0.67,0.78,1.96,0.17,3.62
2020-06-30,0.04,0.68,0.78,1.96,0.16,3.62
2020-07-01,0.04,0.59,0.75,1.91,0.13,3.43
2020-07-02,0.04,0.68,0.77,1.97,0.12,3.57
2020-07-03,0.05,0.68,0.78,1.99,0.1,3.59
2020-07-04,0.05,0.52,0.76,1.94,0.1,3.36
2020-07-05,0.04,0.39,0.75,1.92,0.1,3.21
2020-07-06,0.04,0.66,0.79,2.02,0.1,3.61
2020-07-07,0.04,0.67,0.8,2.04,0.1,3.66
2020-07-08,0.04,0.66,0.8,2.03,0.11,3.64
2020-07-09,0.04,0.67,0.78,1.99,0.13,3.61
2020-07-10,0.05,0.68,0.78,1.99,0.12,3.61
2020-07-11,0.05,0.48,0.75,1.93,0.11,3.32
2020-07-12,0.05,0.43,0.75,1.92,0.11,3.26
2020-07-13,0.05,0.66,0.79,2.01,0.11,3.61
2020-07-14,0.04,0.67,0.78,2.0,0.12,3.62
2020-07-15,0.05,0.67,0.78,1.99,0.12,3.61
2020-07-16,0.04,0.67,0.78,2.0,0.13,3.62
2020-07-17,0.05,0.67,0.78,1.98,0.12,3.6
2020-07-18,0.05,0.5,0.75,1.93,0.12,3.34
2020-07-19,0.05,0.47,0.75,1.91,0.11,3.28
2020-07-20,0.05,0.67,0.78,2.0,0.1,3.6
2020-07-21,0.05,0.67,0.78,1.98,0.11,3.59
2020-07-22,0.05,0.67,0.78,1.99,0.12,3.59
2020-07-23,0.05,0.67,0.77,1.98,0.15,3.61
2020-07-24,0.05,0.68,0.77,1.97,0.15,3.61
2020-07-25,0.05,0.52,0.75,1.92,0.13,3.36
2020-07-26,0.05,0.41,0.74,1.9,0.11,3.21
2020-07-27,0.05,0.66,0.77,1.98,0.11,3.57
2020-07-28,0.05,0.67,0.78,1.99,0.1,3.59
2020-07-29,0.05,0.68,0.78,2.0,0.11,3.62
2020-07-30,0.05,0.68,0.79,2.01,0.11,3.63
2020-07-31,0.05,0.68,0.78,1.99,0.13,3.63
2020-08-01,0.05,0.52,0.77,1.92,0.14,3.4
2020-08-02,0.05,0.45,0.76,1.89,0.14,3.29
2020-08-03,0.05,0.66,0.78,1.96,0.13,3.59
2020-08-04,0.05,0.67,0.79,1.97,0.11,3.59
2020-08-05,0.05,0.67,0.79,1.98,0.1,3.6
2020-08-06,0.05,0.67,0.8,2.01,0.1,3.64
2020-08-07,0.06,0.68,0.81,2.03,0.1,3.67
2020-08-08,0.05,0.53,0.78,1.96,0.11,3.43
2020-08-09,0.06,0.47,0.77,1.93,0.12,3.35
2020-08-10,0.05,0.67,0.8,2.01,0.13,3.66
2020-08-11,0.05,0.67,0.8,2.0,0.15,3.68
2020-08-12,0.05,0.67,0.8,2.0,0.16,3.68
2020-08-13,0.05,0.68,0.79,1.99,0.19,3.7
2020-08-14,0.06,0.68,0.79,1.98,0.19,3.71
2020-08-15,0.06,0.56,0.77,1.93,0.18,3.51
2020-08-16,0.06,0.47,0.76,1.91,0.16,3.35
2020-08-17,0.06,0.68,0.79,1.99,0.16,3.68
2020-08-18,0.06,0.68,0.8,1.99,0.18,3.71
2020-08-19,0.05,0.68,0.8,2.0,0.19,3.73
2020-08-20,0.05,0.68,0.8,2.01,0.18,3.74
2020-08-21,0.06,0.69,0.8,2.01,0.17,3.72
2020-08-22,0.05,0.57,0.78,1.96,0.16,3.52
2020-08-23,0.06,0.49,0.77,1.93,0.14,3.39
2020-08-24,0.06,0.68,0.8,2.01,0.13,3.68
2020-08-25,0.05,0.68,0.8,2.02,0.13,3.69
2020-08-26,0.05,0.68,0.81,2.02,0.14,3.71
2020-08-27,0.05,0.68,0.81,2.02,0.15,3.71
2020-08-28,0.06,0.69,0.81,2.02,0.14,3.72
2020-08-29,0.06,0.59,0.79,1.97,0.15,3.55
2020-08-30,0.06,0.55,0.78,1.95,0.13,3.47
2020-08-31,0.06,0.69,0.81,2.04,0.13,3.72
2020-09-01,0.05,0.68,0.81,2.04,0.14,3.72
2020-09-02,0.05,0.68,0.82,2.05,0.18,3.78
2020-09-03,0.05,0.68,0.82,2.05,0.19,3.79
2020-09-04,0.06,0.69,0.82,2.05,0.2,3.82
2020-09-05,0.05,0.58,0.8,2.0,0.21,3.63
2020-09-06,0.05,0.5,0.79,1.97,0.19,3.49
2020-09-07,0.05,0.68,0.82,2.04,0.18,3.77
2020-09-08,0.05,0.69,0.82,2.05,0.2,3.81
2020-09-09,0.05,0.68,0.82,2.05,0.23,3.83
2020-09-10,0.05,0.69,0.82,2.06,0.23,3.85
2020-09-11,0.05,0.69,0.82,2.06,0.25,3.87
2020-09-12,0.05,0.59,0.8,2.01,0.26,3.72
2020-09-13,0.05,0.53,0.8,1.99,0.24,3.61
2020-09-14,0.05,0.68,0.83,2.08,0.25,3.9
2020-09-15,0.05,0.69,0.83,2.09,0.26,3.92
2020-09-16,0.05,0.69,0.84,2.1,0.27,3.95
2020-09-17,0.05,0.68,0.84,2.11,0.25,3.93
2020-09-18,0.05,0.69,0.85,2.12,0.3,4.01
2020-09-19,0.05,0.61,0.83,2.08,0.32,3.9
2020-09-20,0.05,0.56,0.82,2.06,0.35,3.84
2020-09-21,0.05,0.69,0.86,2.14,0.33,4.06
2020-09-22,0.05,0.68,0.85,2.14,0.27,3.99
2020-09-23,0.05,0.69,0.85,2.14,0.27,4.0
2020-09-24,0.05,0.69,0.85,2.14,0.27,4.0
2020-09-25,0.05,0.69,0.85,2.14,0.26,3.99
2020-09-26,0.05,0.63,0.83,2.08,0.26,3.85
2020-09-27,0.05,0.54,0.82,2.05,0.27,3.74
2020-09-28,0.04,0.69,0.86,2.14,0.3,4.03
2020-09-29,0.04,0.69,0.86,2.16,0.31,4.05
2020-09-30,0.04,0.69,0.86,2.14,0.3,4.03
2020-10-01,0.04,0.69,0.79,2.13,0.3,3.96
2020-10-02,0.05,0.69,0.8,2.15,0.3,3.98
2020-10-03,0.05,0.62,0.78,2.1,0.31,3.85
2020-10-04,0.04,0.54,0.77,2.08,0.35,3.79
2020-10-05,0.04,0.68,0.81,2.17,0.36,4.07
2020-10-06,0.04,0.69,0.81,2.18,0.34,4.07
2020-10-07,0.04,0.68,0.82,2.2,0.35,4.09
2020-10-08,0.04,0.68,0.82,2.2,0.35,4.1
2020-10-09,0.05,0.69,0.82,2.21,0.34,4.11
2020-10-10,0.04,0.61,0.8,2.16,0.35,3.96
2020-10-11,0.04,0.5,0.79,2.13,0.36,3.83
2020-10-12,0.04,0.68,0.82,2.21,0.35,4.1
2020-10-13,0.04,0.68,0.82,2.21,0.32,4.07
2020-10-14,0.04,0.68,0.82,2.21,0.32,4.07
2020-10-15,0.04,0.68,0.82,2.22,0.33,4.09
2020-10-16,0.05,0.69,0.83,2.24,0.4,4.2
2020-10-17,0.04,0.62,0.82,2.21,0.45,4.15
2020-10-18,0.04,0.5,0.82,2.2,0.45,4.02
2020-10-19,0.04,0.67,0.85,2.29,0.46,4.32
2020-10-20,0.04,0.68,0.85,2.3,0.51,4.38
2020-10-21,0.04,0.68,0.86,2.31,0.54,4.42
2020-10-22,0.04,0.68,0.86,2.33,0.51,4.42
2020-10-23,0.04,0.68,0.86,2.33,0.45,4.36
2020-10-24,0.04,0.63,0.84,2.27,0.44,4.22
2020-10-25,0.04,0.49,0.83,2.24,0.46,4.05
2020-10-26,0.04,0.67,0.86,2.32,0.48,4.38
2020-10-27,0.03,0.68,0.86,2.33,0.5,4.4
2020-10-28,0.04,0.67,0.87,2.34,0.51,4.42
2020-10-29,0.04,0.68,0.87,2.34,0.5,4.42
2020-10-30,0.04,0.68,0.87,2.34,0.5,4.43
2020-10-31,0.04,0.59,0.85,2.29,0.47,4.25
2020-11-01,0.04,0.45,0.8,2.27,0.51,4.07
2020-11-02,0.04,0.66,0.83,2.35,0.53,4.4
2020-11-03,0.04,0.68,0.83,2.35,0.52,4.41
2020-11-04,0.04,0.55,0.81,2.29,0.5,4.19
2020-11-05,0.04,0.66,0.83,2.35,0.5,4.37
2020-11-06,0.04,0.68,0.83,2.36,0.5,4.41
2020-11-07,0.04,0.57,0.81,2.31,0.5,4.23
2020-11-08,0.04,0.44,0.81,2.29,0.51,4.08
2020-11-09,0.04,0.67,0.84,2.38,0.58,4.5
2020-11-10,0.04,0.68,0.85,2.4,0.61,4.57
2020-11-11,0.03,0.68,0.85,2.42,0.64,4.64
2020-11-12,0.03,0.68,0.86,2.44,0.66,4.67
2020-11-13,0.04,0.69,0.86,2.45,0.67,4.71
2020-11-14,0.04,0.63,0.85,2.4,0.72,4.63
2020-11-15,0.04,0.53,0.84,2.4,0.76,4.56
2020-11-16,0.04,0.68,0.88,2.51,0.79,4.89
2020-11-17,0.03,0.68,0.89,2.53,0.81,4.95
2020-11-18,0.03,0.68,0.9,2.55,0.81,4.97
2020-11-19,0.03,0.68,0.9,2.55,0.75,4.91
2020-11-20,0.04,0.68,0.9,2.55,0.72,4.88
2020-11-21,0.04,0.58,0.87,2.47,0.73,4.68
2020-11-22,0.04,0.45,0.86,2.44,0.75,4.54
2020-11-23,0.03,0.67,0.89,2.53,0.72,4.85
2020-11-24,0.03,0.68,0.89,2.52,0.68,4.81
2020-11-25,0.03,0.67,0.89,2.53,0.71,4.83
2020-11-26,0.03,0.69,0.9,2.55,0.74,4.9
2020-11-27,0.04,0.69,0.9,2.56,0.76,4.95
2020-11-28,0.03,0.64,0.88,2.51,0.76,4.82
2020-11-29,0.04,0.53,0.87,2.48,0.75,4.68
2020-11-30,0.03,0.68,0.91,2.57,0.77,4.97
2020-12-01,0.03,0.68,0.96,2.59,0.81,5.08
2020-12-02,0.03,0.68,0.97,2.61,0.87,5.16
2020-12-03,0.03,0.68,0.98,2.64,0.9,5.24
2020-12-04,0.04,0.69,0.98,2.65,0.89,5.24
2020-12-05,0.03,0.62,0.96,2.58,0.9,5.1
2020-12-06,0.03,0.52,0.95,2.56,0.92,4.97
2020-12-07,0.03,0.68,0.99,2.65,0.91,5.26
2020-12-08,0.03,0.69,0.99,2.65,0.9,5.26
2020-12-09,0.03,0.68,0.99,2.67,0.92,5.3
2020-12-10,0.03,0.69,1.0,2.68,0.93,5.32
2020-12-11,0.04,0.69,1.0,2.69,0.93,5.34
2020-12-12,0.03,0.63,0.98,2.63,0.93,5.2
2020-12-13,0.04,0.54,0.97,2.6,0.89,5.04
2020-12-14,0.03,0.68,1.0,2.68,0.87,5.26
2020-12-15,0.03,0.69,0.99,2.67,0.84,5.23
2020-12-16,0.03,0.69,0.99,2.67,0.81,5.2
2020-12-17,0.03,0.69,0.99,2.66,0.77,5.14
2020-12-18,0.04,0.69,0.99,2.65,0.77,5.14
2020-12-19,0.04,0.65,0.97,2.6,0.87,5.12
2020-12-20,0.04,0.57,0.96,2.58,0.87,5.02
2020-12-21,0.03,0.69,0.99,2.67,0.84,5.23
2020-12-22,0.04,0.7,0.99,2.67,0.84,5.23
2020-12-23,0.04,0.7,1.0,2.69,0.85,5.27
2020-12-24,0.04,0.7,1.0,2.69,0.88,5.3
2020-12-25,0.04,0.7,1.01,2.71,0.94,5.39
2020-12-26,0.05,0.67,0.99,2.66,0.92,5.28
2020-12-27,0.04,0.63,0.97,2.61,0.92,5.19
2020-12-28,0.05,0.7,1.0,2.7,0.95,5.39
2020-12-29,0.05,0.7,1.0,2.7,0.95,5.39
2020-12-30,0.05,0.7,0.99,2.67,0.91,5.32
2020-12-31,0.04,0.59,0.96,2.57,0.89,5.05
2021-01-01,0.03,0.33,0.58,2.41,0.89,4.23
2021-01-02,0.04,0.51,0.59,2.45,0.89,4.48
2021-01-03,0.04,0.49,0.6,2.49,0.87,4.49
2021-01-04,0.04,0.58,0.61,2.53,0.86,4.62
2021-01-05,0.04,0.59,0.61,2.55,0.89,4.69
2021-01-06,0.04,0.59,0.61,2.56,0.93,4.73
2021-01-07,0.04,0.53,0.61,2.53,0.91,4.62
2021-01-08,0.04,0.59,0.61,2.55,0.88,4.68
2021-01-09,0.05,0.59,0.62,2.56,0.88,4.69
2021-01-10,0.05,0.59,0.62,2.57,0.92,4.73
2021-01-11,0.04,0.69,0.65,2.69,1.0,5.07
2021-01-12,0.04,0.69,0.66,2.73,1.08,5.19
2021-01-13,0.04,0.69,0.66,2.76,1.08,5.23
2021-01-14,0.03,0.69,0.66,2.76,1.05,5.2
2021-01-15,0.04,0.7,0.66,2.75,1.01,5.16
2021-01-16,0.04,0.68,0.64,2.68,1.01,5.05
2021-01-17,0.04,0.64,0.64,2.66,1.08,5.06
2021-01-18,0.04,0.7,0.67,2.78,1.13,5.32
2021-01-19,0.03,0.7,0.67,2.79,1.11,5.3
2021-01-20,0.03,0.7,0.67,2.79,1.1,5.29
2021-01-21,0.03,0.7,0.67,2.79,1.05,5.25
2021-01-22,0.04,0.7,0.66,2.75,0.94,5.08
2021-01-23,0.03,0.64,0.64,2.66,0.88,4.86
2021-01-24,0.04,0.57,0.63,2.6,0.82,4.65
2021-01-25,0.04,0.69,0.64,2.67,0.79,4.82
2021-01-26,0.03,0.69,0.64,2.67,0.77,4.8
2021-01-27,0.04,0.69,0.64,2.65,0.75,4.77
2021-01-28,0.03,0.69,0.64,2.65,0.77,4.78
2021-01-29,0.04,0.69,0.64,2.65,0.78,4.79
2021-01-30,0.04,0.65,0.62,2.59,0.82,4.72
2021-01-31,0.04,0.58,0.62,2.57,0.83,4.63
2021-02-01,0.04,0.69,0.73,2.65,0.84,4.95
2021-02-02,0.03,0.7,0.73,2.65,0.86,4.97
2021-02-03,0.03,0.69,0.73,2.65,0.82,4.93
2021-02-04,0.03,0.69,0.72,2.63,0.77,4.85
2021-02-05,0.04,0.69,0.73,2.65,0.84,4.95
2021-02-06,0.04,0.65,0.72,2.62,0.95,4.98
2021-02-07,0.04,0.63,0.72,2.62,1.03,5.03
2021-02-08,0.04,0.7,0.75,2.73,1.09,5.3
2021-02-09,0.03,0.7,0.76,2.76,1.08,5.33
2021-02-10,0.03,0.7,0.76,2.75,1.04,5.28
2021-02-11,0.03,0.69,0.76,2.75,1.03,5.26
2021-02-12,0.04,0.7,0.76,2.75,0.99,5.23
2021-02-13,0.03,0.67,0.74,2.68,0.97,5.1
2021-02-14,0.04,0.64,0.73,2.64,0.99,5.04
2021-02-15,0.04,0.7,0.76,2.74,1.08,5.31
2021-02-16,0.03,0.7,0.76,2.77,1.09,5.36
2021-02-17,0.04,0.7,0.76,2.76,1.09,5.35
2021-02-18,0.03,0.7,0.76,2.77,1.13,5.4
2021-02-19,0.04,0.7,0.77,2.78,1.1,5.38
2021-02-20,0.04,0.7,0.76,2.76,1.11,5.36
2021-02-21,0.04,0.64,0.74,2.68,1.06,5.14
2021-02-22,0.04,0.64,0.74,2.68,1.1,5.2
2021-02-23,0.04,0.57,0.74,2.69,1.23,5.27
2021-02-24,0.04,0.69,0.77,2.79,1.15,5.44
2021-02-25,0.04,0.7,0.76,2.77,0.97,5.24
2021-02-26,0.04,0.7,0.75,2.71,0.85,5.04
2021-02-27,0.04,0.67,0.72,2.62,0.85,4.89
2021-02-28,0.04,0.64,0.71,2.57,0.86,4.81
2021-03-01,0.04,0.7,0.81,2.63,0.82,4.99
2021-03-02,0.04,0.7,0.8,2.61,0.76,4.91
2021-03-03,0.04,0.7,0.8,2.61,0.73,4.88
2021-03-04,0.04,0.7,0.8,2.59,0.72,4.85
2021-03-05,0.04,0.7,0.8,2.59,0.77,4.9
2021-03-06,0.04,0.66,0.78,2.55,0.83,4.86
2021-03-07,0.04,0.59,0.78,2.52,0.84,4.77
2021-03-08,0.04,0.56,0.77,2.5,0.82,4.69
2021-03-09,0.04,0.68,0.8,2.61,0.92,5.05
2021-03-10,0.04,0.69,0.82,2.65,0.99,5.19
2021-03-11,0.04,0.69,0.82,2.66,0.98,5.2
2021-03-12,0.04,0.69,0.82,2.66,0.92,5.13
2021-03-13,0.04,0.64,0.79,2.57,0.83,4.87
2021-03-14,0.04,0.55,0.77,2.51,0.75,4.62
2021-03-15,0.04,0.69,0.79,2.57,0.7,4.78
2021-03-16,0.04,0.69,0.78,2.55,0.69,4.75
2021-03-17,0.04,0.69,0.78,2.54,0.7,4.74
2021-03-18,0.04,0.69,0.78,2.54,0.69,4.74
2021-03-19,0.04,0.69,0.78,2.53,0.69,4.74
2021-03-20,0.04,0.65,0.76,2.48,0.7,4.63
2021-03-21,0.04,0.56,0.75,2.44,0.69,4.47
2021-03-22,0.04,0.68,0.77,2.5,0.67,4.66
2021-03-23,0.04,0.69,0.77,2.5,0.66,4.64
2021-03-24,0.04,0.69,0.76,2.48,0.64,4.61
2021-03-25,0.04,0.69,0.76,2.46,0.6,4.55
2021-03-26,0.04,0.69,0.75,2.45,0.59,4.53
2021-03-27,0.04,0.65,0.74,2.39,0.57,4.38
2021-03-28,0.04,0.57,0.72,2.35,0.57,4.26
2021-03-29,0.04,0.69,0.74,2.42,0.58,4.48
2021-03-30,0.04,0.69,0.75,2.43,0.58,4.5
2021-03-31,0.04,0.69,0.75,2.44,0.56,4.49
2021-04-01,0.04,0.69,0.78,2.41,0.53,4.46
2021-04-02,0.04,0.69,0.78,2.41,0.54,4.46
2021-04-03,0.04,0.64,0.76,2.35,0.55,4.35
2021-04-04,0.04,0.54,0.75,2.32,0.55,4.2
2021-04-05,0.04,0.69,0.77,2.38,0.52,4.41
2021-04-06,0.04,0.69,0.77,2.38,0.51,4.39
2021-04-07,0.04,0.69,0.77,2.37,0.48,4.36
2021-04-08,0.04,0.69,0.77,2.38,0.51,4.4
2021-04-09,0.05,0.69,0.77,2.38,0.52,4.41
2021-04-10,0.04,0.65,0.75,2.32,0.48,4.24
2021-04-11,0.04,0.59,0.74,2.27,0.43,4.07
2021-04-12,0.04,0.69,0.76,2.32,0.37,4.18
2021-04-13,0.04,0.69,0.75,2.3,0.33,4.12
2021-04-14,0.04,0.69,0.74,2.29,0.32,4.09
2021-04-15,0.04,0.69,0.74,2.27,0.32,4.06
2021-04-16,0.05,0.69,0.74,2.27,0.35,4.1
2021-04-17,0.04,0.65,0.72,2.22,0.39,4.03
2021-04-18,0.04,0.55,0.72,2.2,0.42,3.94
2021-04-19,0.04,0.68,0.74,2.28,0.47,4.22
2021-04-20,0.04,0.69,0.75,2.3,0.47,4.25
2021-04-21,0.05,0.69,0.75,2.31,0.47,4.27
2021-04-22,0.04,0.69,0.74,2.29,0.41,4.18
2021-04-23,0.05,0.69,0.74,2.28,0.38,4.14
2021-04-24,0.05,0.65,0.73,2.24,0.44,4.11
2021-04-25,0.05,0.57,0.72,2.22,0.47,4.02
2021-04-26,0.05,0.69,0.75,2.3,0.45,4.23
2021-04-27,0.05,0.69,0.75,2.31,0.45,4.25
2021-04-28,0.05,0.69,0.75,2.3,0.44,4.23
2021-04-29,0.05,0.69,0.74,2.28,0.41,4.18
2021-04-30,0.05,0.7,0.73,2.25,0.35,4.08
2021-05-01,0.06,0.56,0.78,2.16,0.34,3.9
2021-05-02,0.05,0.39,0.76,2.09,0.33,3.62
2021-05-03,0.05,0.53,0.77,2.13,0.29,3.77
2021-05-04,0.05,0.65,0.79,2.18,0.34,4.02
2021-05-05,0.05,0.66,0.79,2.18,0.35,4.03
2021-05-06,0.05,0.66,0.78,2.16,0.29,3.94
2021-05-07,0.05,0.66,0.78,2.15,0.29,3.92
2021-05-08,0.05,0.57,0.77,2.13,0.28,3.8
2021-05-09,0.05,0.5,0.76,2.09,0.32,3.7
2021-05-10,0.05,0.55,0.76,2.11,0.29,3.76
2021-05-11,0.05,0.69,0.78,2.15,0.23,3.9
2021-05-12,0.05,0.69,0.78,2.14,0.2,3.86
2021-05-13,0.05,0.69,0.77,2.11,0.19,3.81
2021-05-14,0.05,0.69,0.76,2.11,0.16,3.78
2021-05-15,0.05,0.62,0.75,2.06,0.14,3.62
2021-05-16,0.05,0.53,0.73,2.03,0.15,3.5
2021-05-17,0.05,0.69,0.76,2.1,0.14,3.73
2021-05-18,0.05,0.69,0.76,2.09,0.14,3.73
2021-05-19,0.05,0.69,0.75,2.08,0.17,3.75
2021-05-20,0.05,0.69,0.75,2.08,0.19,3.76
2021-05-21,0.05,0.69,0.76,2.09,0.21,3.8
2021-05-22,0.05,0.61,0.74,2.03,0.19,3.62
2021-05-23,0.05,0.54,0.73,2.01,0.17,3.5
2021-05-24,0.05,0.69,0.75,2.08,0.18,3.75
2021-05-25,0.05,0.69,0.76,2.08,0.19,3.77
2021-05-26,0.05,0.69,0.76,2.09,0.18,3.77
2021-05-27,0.05,0.69,0.76,2.09,0.19,3.77
2021-05-28,0.06,0.69,0.76,2.09,0.17,3.77
2021-05-29,0.06,0.6,0.74,2.05,0.19,3.64
2021-05-30,0.06,0.55,0.73,2.02,0.24,3.6
2021-05-31,0.06,0.68,0.76,2.09,0.27,3.86
2021-06-01,0.06,0.68,0.85,2.08,0.23,3.9
2021-06-02,0.06,0.68,0.84,2.06,0.18,3.83
2021-06-03,0.06,0.68,0.84,2.06,0.18,3.82
2021-06-04,0.07,0.69,0.84,2.06,0.18,3.84
2021-06-05,0.06,0.58,0.82,2.01,0.16,3.64
2021-06-06,0.06,0.47,0.81,1.98,0.15,3.47
2021-06-07,0.07,0.68,0.84,2.05,0.14,3.77
2021-06-08,0.06,0.68,0.84,2.05,0.15,3.78
2021-06-09,0.06,0.68,0.84,2.05,0.16,3.79
2021-06-10,0.06,0.68,0.84,2.06,0.17,3.81
2021-06-11,0.07,0.69,0.84,2.06,0.15,3.82
2021-06-12,0.07,0.53,0.81,1.99,0.13,3.52
2021-06-13,0.06,0.28,0.81,1.97,0.12,3.25
2021-06-14,0.07,0.46,0.82,2.01,0.12,3.48
2021-06-15,0.06,0.67,0.85,2.07,0.12,3.77
2021-06-16,0.07,0.67,0.85,2.08,0.12,3.79
2021-06-17,0.06,0.68,0.84,2.07,0.12,3.77
2021-06-18,0.07,0.68,0.84,2.07,0.13,3.79
2021-06-19,0.07,0.53,0.83,2.02,0.12,3.56
2021-06-20,0.07,0.34,0.82,2.02,0.13,3.37
2021-06-21,0.07,0.66,0.87,2.13,0.13,3.85
2021-06-22,0.06,0.67,0.88,2.16,0.12,3.89
2021-06-23,0.07,0.67,0.89,2.18,0.13,3.93
2021-06-24,0.06,0.67,0.89,2.19,0.12,3.93
2021-06-25,0.07,0.67,0.89,2.19,0.12,3.94
2021-06-26,0.07,0.49,0.86,2.12,0.11,3.65
2021-06-27,0.06,0.3,0.85,2.09,0.11,3.42
2021-06-28,0.07,0.66,0.89,2.17,0.11,3.9
2021-06-29,0.06,0.67,0.88,2.15,0.11,3.86
2021-06-30,0.07,0.67,0.87,2.13,0.11,3.84
2021-07-01,0.06,0.66,0.83,2.12,0.11,3.79
2021-07-02,0.07,0.68,0.83,2.12,0.1,3.8
2021-07-03,0.07,0.43,0.81,2.06,0.1,3.46
2021-07-04,0.07,0.3,0.79,2.02,0.11,3.28
