date,Domestic Aviation,Ground Transport,Industry,Power,Residential,日本
2021-10-15,0.02,0.5,0.74,1.12,0.13,2.52
2021-10-16,0.02,0.49,0.64,0.96,0.14,2.25
2021-10-17,0.02,0.45,0.55,0.83,0.3,2.15
2021-10-18,0.02,0.5,0.68,1.02,0.27,2.48
2021-10-19,0.02,0.49,0.73,1.1,0.25,2.59
2021-10-20,0.02,0.5,0.72,1.08,0.29,2.6
2021-10-21,0.02,0.5,0.65,0.98,0.3,2.45
2021-10-22,0.02,0.51,0.75,1.13,0.32,2.71
2021-10-23,0.02,0.49,0.62,0.93,0.33,2.39
2021-10-24,0.02,0.46,0.57,0.86,0.28,2.19
2021-10-25,0.02,0.5,0.74,1.11,0.28,2.65
2021-10-26,0.02,0.5,0.66,1.0,0.24,2.41
2021-10-27,0.02,0.49,0.73,1.11,0.23,2.59
2021-10-28,0.02,0.5,0.72,1.09,0.22,2.55
2021-10-29,0.02,0.5,0.71,1.07,0.29,2.6
2021-10-30,0.02,0.49,0.61,0.92,0.24,2.29
2021-10-31,0.02,0.44,0.57,0.86,0.25,2.14
