date,Domestic Aviation,Ground Transport,Industry,International Aviation,Power,Residential,全球
2021-09-20,0.92,17.74,27.57,1.06,35.98,6.13,91.28
2021-09-21,0.92,18.28,26.41,1.01,34.75,6.14,89.37
2021-09-22,0.95,18.62,27.94,1.04,36.51,6.19,93.13
2021-09-23,0.98,18.46,28.02,1.08,36.17,6.05,92.64
2021-09-24,1.0,18.73,28.04,1.13,35.99,5.78,92.57
2021-09-25,0.91,16.89,27.78,1.16,35.47,5.56,89.6
2021-09-26,0.92,15.67,27.38,1.15,34.87,5.41,87.33
2021-09-27,0.96,18.08,27.5,1.06,35.48,5.55,90.57
2021-09-28,0.94,18.24,27.32,1.01,35.37,5.99,90.75
2021-09-29,0.96,18.5,28.13,1.05,36.47,6.42,93.41
2021-09-30,1.01,18.28,29.19,1.1,37.17,6.66,95.32
2021-10-01,1.01,18.7,28.56,1.13,37.31,6.35,94.93
2021-10-02,0.88,16.84,27.69,1.15,35.9,5.95,90.22
2021-10-03,0.87,15.9,26.87,1.14,34.81,5.81,87.2
2021-10-04,0.91,18.24,26.61,1.05,34.96,6.4,90.12
2021-10-05,0.92,18.41,26.53,1.01,34.88,6.59,90.2
2021-10-06,0.95,18.66,27.72,1.03,36.36,6.89,93.36
2021-10-07,1.0,18.53,28.4,1.08,37.21,6.85,94.98
2021-10-08,1.0,18.48,27.6,1.13,36.23,6.76,93.05
2021-10-09,0.89,17.04,26.57,1.16,34.47,6.97,88.83
2021-10-10,0.88,15.74,25.99,1.14,33.7,7.6,86.95
2021-10-11,0.92,17.89,26.03,1.06,34.12,7.59,89.45
2021-10-12,0.92,18.02,25.3,1.01,33.28,7.41,87.78
2021-10-13,0.92,18.76,26.63,1.04,34.97,7.37,91.43
2021-10-14,0.99,18.39,26.94,1.1,35.44,7.34,92.14
2021-10-15,1.02,18.18,26.74,1.15,35.03,7.7,91.66
2021-10-16,0.9,17.0,26.36,1.19,34.21,8.66,90.14
2021-10-17,0.93,15.83,25.58,1.17,33.04,8.92,87.24
2021-10-18,0.96,18.27,25.55,1.08,33.26,8.51,89.52
2021-10-19,0.94,18.31,24.98,1.02,32.48,8.19,87.86
2021-10-20,0.95,18.76,25.79,1.07,33.65,7.98,90.23
2021-10-21,0.98,18.21,25.9,1.11,33.78,8.28,90.12
2021-10-22,1.0,18.53,26.07,1.18,34.11,8.87,91.65
2021-10-23,0.89,17.02,26.07,1.22,33.91,9.09,90.14
2021-10-24,0.89,15.75,25.59,1.19,33.08,9.13,87.54
2021-10-25,0.92,18.65,25.28,1.09,33.09,8.67,89.53
2021-10-26,0.91,18.6,25.0,1.04,32.57,8.56,88.7
2021-10-27,0.9,18.69,26.02,1.06,33.91,8.45,90.87
2021-10-28,0.93,18.42,26.82,1.12,34.81,8.42,92.37
2021-10-29,0.96,18.7,26.39,1.16,34.2,8.44,91.75
2021-10-30,0.84,17.3,25.93,1.2,33.33,8.31,88.85
2021-10-31,0.85,16.19,24.76,1.16,31.88,8.36,85.0
