date,Domestic Aviation,Ground Transport,Industry,Power,Residential,美国
2021-03-31,0.41,4.45,2.74,3.36,1.6,12.56
2021-04-01,0.46,4.52,2.84,3.5,2.01,13.32
2021-04-02,0.47,4.89,2.61,3.08,2.26,13.3
2021-04-03,0.43,4.34,2.57,2.89,1.88,12.11
2021-04-04,0.39,4.41,2.53,2.74,1.32,11.39
2021-04-05,0.44,4.57,2.55,2.84,1.06,11.46
2021-04-06,0.43,4.01,2.57,2.91,0.97,10.89
2021-04-07,0.42,4.52,2.66,3.07,0.94,11.61
2021-04-08,0.45,4.56,2.78,3.21,0.99,11.99
2021-04-09,0.46,4.97,2.67,3.07,1.11,12.28
2021-04-10,0.42,4.74,2.61,2.97,1.1,11.83
2021-04-11,0.38,4.44,2.57,2.84,1.16,11.39
2021-04-12,0.43,4.34,2.69,3.15,1.33,11.93
2021-04-13,0.42,4.25,2.74,3.26,1.37,12.05
2021-04-14,0.41,4.33,2.84,3.46,1.43,12.46
2021-04-15,0.44,4.47,2.9,3.63,1.54,12.98
2021-04-16,0.45,5.02,2.85,3.53,1.7,13.55
2021-04-17,0.4,4.65,2.62,3.2,1.63,12.49
2021-04-18,0.4,4.54,2.67,3.2,1.45,12.25
2021-04-19,0.4,4.42,2.68,3.25,1.37,12.12
2021-04-20,0.4,4.26,2.78,3.41,1.53,12.37
2021-04-21,0.4,4.2,2.87,3.55,1.8,12.81
2021-04-22,0.44,4.32,2.73,3.32,2.02,12.82
2021-04-23,0.45,4.67,2.72,3.29,1.61,12.73
2021-04-24,0.39,4.37,2.72,3.23,1.33,12.04
2021-04-25,0.4,4.27,2.48,2.71,1.35,11.21
2021-04-26,0.41,4.14,2.61,3.01,1.34,11.51
2021-04-27,0.41,4.14,2.64,3.22,1.02,11.43
2021-04-28,0.4,4.19,2.87,3.6,0.84,11.9
2021-04-29,0.45,4.3,2.82,3.65,0.86,12.08
2021-04-30,0.46,4.69,2.78,3.52,0.93,12.39
2021-05-01,0.4,4.53,2.51,2.97,1.11,11.52
2021-05-02,0.39,4.37,2.47,2.96,0.72,10.91
2021-05-03,0.4,4.08,2.72,3.58,0.79,11.57
2021-05-04,0.39,4.21,2.74,3.69,0.93,11.97
2021-05-05,0.4,4.39,2.77,3.78,1.13,12.48
2021-05-06,0.44,4.43,2.7,3.47,1.21,12.26
2021-05-07,0.47,4.85,2.54,3.15,1.28,12.29
2021-05-08,0.41,4.56,2.37,2.76,1.39,11.49
2021-05-09,0.39,4.4,2.48,2.98,1.36,11.62
2021-05-10,0.42,4.24,2.76,3.72,1.37,12.51
2021-05-11,0.42,4.29,2.73,3.72,1.34,12.5
2021-05-12,0.43,4.33,2.71,3.69,1.29,12.45
2021-05-13,0.47,4.41,2.74,3.54,1.14,12.29
2021-05-14,0.48,4.88,2.56,3.24,0.96,12.11
2021-05-15,0.42,4.6,2.53,3.13,0.87,11.55
2021-05-16,0.41,4.4,2.56,3.19,0.81,11.37
2021-05-17,0.43,4.25,2.68,3.55,0.77,11.68
2021-05-18,0.43,4.01,2.7,3.69,0.67,11.5
2021-05-19,0.44,4.38,2.73,3.89,0.64,12.08
2021-05-20,0.46,4.52,2.71,3.83,0.67,12.19
2021-05-21,0.47,4.88,2.63,3.65,0.69,12.32
2021-05-22,0.41,4.6,2.64,3.66,0.69,12.01
2021-05-23,0.41,3.95,2.6,3.72,0.67,11.36
2021-05-24,0.43,4.36,2.69,4.0,0.68,12.15
2021-05-25,0.44,4.43,2.83,4.26,0.65,12.6
2021-05-26,0.45,4.28,2.9,4.42,0.62,12.66
2021-05-27,0.48,4.73,2.81,4.15,0.74,12.91
2021-05-28,0.48,4.95,2.67,3.78,0.97,12.85
2021-05-29,0.42,4.47,2.5,3.28,1.27,11.95
2021-05-30,0.37,4.27,2.45,3.18,1.2,11.47
2021-05-31,0.41,4.47,2.56,3.47,0.9,11.82
2021-06-01,0.42,4.5,2.54,4.12,0.81,12.4
2021-06-02,0.44,4.24,2.59,4.32,0.73,12.33
2021-06-03,0.46,4.54,2.6,4.34,0.7,12.65
2021-06-04,0.49,5.0,2.55,4.32,0.68,13.06
2021-06-05,0.45,4.71,2.46,4.19,0.68,12.5
2021-06-06,0.44,4.44,2.43,4.23,0.71,12.24
2021-06-07,0.45,4.39,2.68,5.06,0.72,13.31
2021-06-08,0.47,4.53,2.71,5.08,0.72,13.51
2021-06-09,0.47,4.49,2.76,5.24,0.71,13.67
2021-06-10,0.5,4.43,2.72,5.08,0.71,13.45
2021-06-11,0.51,5.05,2.67,4.82,0.74,13.78
2021-06-12,0.46,4.71,2.68,4.87,0.69,13.42
2021-06-13,0.45,4.56,2.72,4.89,0.66,13.28
2021-06-14,0.46,4.33,2.85,5.29,0.67,13.6
2021-06-15,0.47,4.53,2.84,5.32,0.68,13.84
2021-06-16,0.48,4.49,2.74,4.96,0.7,13.38
2021-06-17,0.51,4.5,2.77,5.04,0.68,13.5
2021-06-18,0.51,5.07,2.81,5.17,0.66,14.21
2021-06-19,0.46,4.77,2.67,4.86,0.66,13.41
2021-06-20,0.44,4.53,2.57,4.63,0.66,12.84
2021-06-21,0.46,4.46,2.65,4.94,0.7,13.21
2021-06-22,0.48,4.32,2.63,4.65,0.76,12.84
2021-06-23,0.49,4.39,2.52,4.29,0.74,12.44
2021-06-24,0.5,4.62,2.63,4.56,0.67,12.99
2021-06-25,0.51,5.05,2.69,4.8,0.68,13.73
2021-06-26,0.45,4.74,2.67,4.83,0.68,13.38
2021-06-27,0.46,4.35,2.79,5.24,0.68,13.51
2021-06-28,0.46,4.3,2.95,5.86,0.67,14.25
2021-06-29,0.48,4.55,3.04,6.01,0.67,14.75
2021-06-30,0.48,4.81,3.0,5.94,0.66,14.89
2021-07-01,0.52,4.55,2.55,5.58,0.63,13.83
2021-07-02,0.51,4.89,2.48,5.09,0.64,13.61
2021-07-03,0.46,5.19,2.36,4.55,0.66,13.23
2021-07-04,0.39,4.6,2.35,4.5,0.64,12.48
2021-07-05,0.42,4.74,2.51,5.12,0.63,13.42
2021-07-06,0.45,4.12,2.66,5.75,0.63,13.6
2021-07-07,0.46,4.5,2.65,5.82,0.63,14.07
2021-07-08,0.5,4.56,2.63,5.61,0.64,13.94
2021-07-09,0.51,5.17,2.52,5.29,0.62,14.1
2021-07-10,0.47,4.84,2.47,4.94,0.62,13.35
2021-07-11,0.46,4.38,2.46,4.87,0.62,12.8
2021-07-12,0.47,4.24,2.59,5.49,0.62,13.42
2021-07-13,0.49,4.42,2.54,5.38,0.62,13.46
2021-07-14,0.5,4.25,2.53,5.33,0.63,13.24
2021-07-15,0.52,4.27,2.56,5.59,0.63,13.58
2021-07-16,0.51,4.89,2.58,5.66,0.63,14.27
2021-07-17,0.47,4.59,2.55,5.34,0.62,13.56
2021-07-18,0.47,4.35,2.56,5.29,0.62,13.28
2021-07-19,0.47,4.19,2.66,5.64,0.61,13.57
2021-07-20,0.5,4.54,2.63,5.69,0.62,13.97
2021-07-21,0.49,4.39,2.61,5.61,0.62,13.71
2021-07-22,0.53,3.86,2.56,5.46,0.62,13.03
2021-07-23,0.52,4.84,2.57,5.46,0.62,14.02
2021-07-24,0.48,4.54,2.6,5.44,0.62,13.67
2021-07-25,0.47,4.34,2.66,5.61,0.62,13.69
2021-07-26,0.47,4.19,2.74,6.14,0.62,14.16
2021-07-27,0.49,4.26,2.79,6.18,0.61,14.33
2021-07-28,0.5,4.11,2.75,6.22,0.61,14.2
2021-07-29,0.52,4.31,2.75,6.18,0.62,14.37
2021-07-30,0.52,4.81,2.64,5.98,0.62,14.56
2021-07-31,0.47,4.51,2.47,5.35,0.63,13.43
2021-08-01,0.45,4.51,2.57,5.1,0.61,13.24
2021-08-02,0.46,4.38,2.65,5.41,0.6,13.48
2021-08-03,0.47,4.4,2.65,5.36,0.6,13.48
2021-08-04,0.48,4.63,2.64,5.3,0.6,13.66
2021-08-05,0.5,4.22,2.68,5.38,0.6,13.37
2021-08-06,0.51,5.04,2.69,5.28,0.59,14.11
2021-08-07,0.46,4.7,2.54,4.98,0.59,13.27
2021-08-08,0.46,4.44,2.59,5.1,0.6,13.2
2021-08-09,0.47,4.32,2.74,5.72,0.6,13.85
2021-08-10,0.48,4.53,2.73,5.93,0.59,14.27
2021-08-11,0.48,4.41,2.73,5.95,0.59,14.16
2021-08-12,0.51,4.31,2.76,6.06,0.59,14.22
2021-08-13,0.51,4.99,2.79,6.13,0.59,15.01
2021-08-14,0.45,4.68,2.69,5.57,0.59,13.99
2021-08-15,0.46,4.52,2.58,5.04,0.59,13.2
2021-08-16,0.47,4.33,2.68,5.42,0.59,13.5
2021-08-17,0.47,4.29,2.72,5.5,0.6,13.58
2021-08-18,0.47,4.35,2.73,5.6,0.61,13.75
2021-08-19,0.5,4.46,2.79,5.69,0.62,14.06
2021-08-20,0.51,4.97,2.71,5.42,0.62,14.23
2021-08-21,0.45,4.65,2.63,5.17,0.62,13.53
2021-08-22,0.43,4.41,2.55,4.93,0.62,12.93
2021-08-23,0.46,4.27,2.73,5.67,0.62,13.74
2021-08-24,0.48,4.68,2.75,5.69,0.61,14.2
2021-08-25,0.47,4.51,2.84,6.08,0.61,14.5
2021-08-26,0.5,4.15,2.83,6.01,0.6,14.09
2021-08-27,0.5,5.05,2.74,5.89,0.6,14.78
2021-08-28,0.45,4.73,2.65,5.45,0.6,13.89
2021-08-29,0.43,4.57,2.62,5.45,0.6,13.67
2021-08-30,0.45,4.42,2.68,5.89,0.6,14.03
2021-08-31,0.46,4.58,2.61,5.51,0.61,13.77
2021-09-01,0.47,4.53,2.8,5.13,0.56,13.5
2021-09-02,0.51,4.36,2.71,4.72,0.58,12.88
2021-09-03,0.53,4.56,2.76,4.72,0.6,13.16
2021-09-04,0.46,4.98,2.72,4.52,0.56,13.25
2021-09-05,0.4,4.73,2.75,4.59,0.55,13.03
2021-09-06,0.45,4.23,2.8,4.62,0.55,12.65
2021-09-07,0.45,4.41,2.81,4.76,0.55,12.99
2021-09-08,0.47,4.46,2.85,5.03,0.55,13.34
2021-09-09,0.51,4.42,2.91,4.91,0.56,13.31
2021-09-10,0.52,5.17,2.78,4.46,0.58,13.51
2021-09-11,0.46,4.74,2.72,4.11,0.57,12.6
2021-09-12,0.45,4.48,2.79,4.41,0.55,12.68
2021-09-13,0.47,4.37,2.93,4.93,0.57,13.27
2021-09-14,0.46,4.27,2.96,5.1,0.56,13.36
2021-09-15,0.48,4.56,2.95,5.06,0.57,13.61
2021-09-16,0.51,4.4,2.87,4.71,0.58,13.07
2021-09-17,0.52,5.13,3.0,4.91,0.58,14.14
2021-09-18,0.45,4.69,2.94,4.72,0.58,13.39
2021-09-19,0.45,4.37,2.85,4.35,0.58,12.6
2021-09-20,0.48,4.3,2.86,4.55,0.61,12.8
2021-09-21,0.48,4.38,2.83,4.5,0.63,12.81
2021-09-22,0.47,4.39,2.8,4.4,0.71,12.77
2021-09-23,0.51,4.4,2.67,3.97,0.81,12.36
2021-09-24,0.53,5.03,2.63,3.72,0.76,12.68
2021-09-25,0.46,4.69,2.63,3.62,0.74,12.15
2021-09-26,0.46,4.33,2.55,3.41,0.68,11.43
2021-09-27,0.49,4.26,2.74,4.03,0.6,12.11
2021-09-28,0.47,4.3,2.77,4.18,0.61,12.34
2021-09-29,0.48,4.3,2.73,4.17,0.74,12.42
2021-09-30,0.51,4.36,2.8,4.34,0.78,12.79
2021-10-01,0.51,4.97,3.04,4.44,0.68,13.63
2021-10-02,0.44,4.59,2.99,4.17,0.6,12.8
2021-10-03,0.44,4.41,2.97,4.14,0.53,12.49
2021-10-04,0.46,4.33,3.1,4.59,0.54,13.02
2021-10-05,0.46,4.43,2.93,4.38,0.56,12.77
2021-10-06,0.47,4.43,2.86,4.27,0.55,12.58
2021-10-07,0.5,4.67,2.91,4.33,0.56,12.97
2021-10-08,0.51,4.74,2.85,4.24,0.57,12.91
2021-10-09,0.45,4.67,2.64,3.62,0.59,11.97
2021-10-10,0.42,4.34,2.61,3.52,0.59,11.49
2021-10-11,0.46,4.6,2.78,3.98,0.62,12.44
2021-10-12,0.48,4.47,2.71,3.85,0.68,12.18
2021-10-13,0.48,4.68,2.81,3.93,0.71,12.6
2021-10-14,0.51,4.57,2.9,4.16,0.67,12.81
2021-10-15,0.52,4.67,2.78,3.92,0.71,12.6
2021-10-16,0.45,4.75,2.6,3.35,0.8,11.96
2021-10-17,0.46,4.43,2.52,3.11,0.99,11.51
2021-10-18,0.48,4.51,2.48,3.23,1.06,11.76
2021-10-19,0.48,4.47,2.51,3.22,1.01,11.7
2021-10-20,0.49,4.67,2.63,3.54,0.79,12.12
2021-10-21,0.51,4.54,2.77,3.74,0.78,12.34
2021-10-22,0.51,4.9,2.75,3.79,0.94,12.9
2021-10-23,0.45,4.75,2.58,3.4,1.1,12.29
2021-10-24,0.45,4.51,2.65,3.34,1.11,12.04
2021-10-25,0.47,4.66,2.8,3.7,0.92,12.55
2021-10-26,0.48,4.58,2.58,3.38,1.09,12.11
2021-10-27,0.47,4.34,2.54,3.39,1.14,11.88
2021-10-28,0.49,4.42,2.55,3.31,1.08,11.85
2021-10-29,0.5,4.99,2.61,3.36,1.05,12.51
2021-10-30,0.43,4.77,2.66,3.22,1.09,12.16
2021-10-31,0.43,4.51,2.55,3.01,1.11,11.61
