date,Domestic Aviation,Ground Transport,Industry,Power,Residential,意大利
2021-09-29,0.01,0.28,0.17,0.32,0.09,0.87
2021-09-30,0.01,0.28,0.17,0.31,0.1,0.87
2021-10-01,0.01,0.29,0.17,0.29,0.11,0.87
2021-10-02,0.0,0.26,0.13,0.22,0.11,0.73
2021-10-03,0.01,0.22,0.11,0.19,0.1,0.63
2021-10-04,0.0,0.28,0.16,0.27,0.1,0.82
2021-10-05,0.0,0.29,0.15,0.26,0.11,0.81
2021-10-06,0.0,0.29,0.15,0.25,0.14,0.82
2021-10-07,0.0,0.28,0.15,0.27,0.16,0.87
2021-10-08,0.01,0.29,0.15,0.26,0.15,0.86
2021-10-09,0.0,0.26,0.1,0.17,0.16,0.7
2021-10-10,0.01,0.21,0.09,0.15,0.21,0.67
2021-10-11,0.0,0.28,0.14,0.25,0.21,0.89
2021-10-12,0.0,0.28,0.16,0.27,0.2,0.91
2021-10-13,0.0,0.28,0.17,0.29,0.21,0.96
2021-10-14,0.0,0.28,0.14,0.25,0.24,0.92
2021-10-15,0.01,0.28,0.14,0.24,0.24,0.91
2021-10-16,0.0,0.26,0.12,0.2,0.21,0.8
2021-10-17,0.01,0.21,0.1,0.18,0.2,0.7
2021-10-18,0.01,0.28,0.16,0.28,0.19,0.93
2021-10-19,0.0,0.28,0.18,0.31,0.19,0.96
2021-10-20,0.0,0.28,0.18,0.31,0.18,0.95
2021-10-21,0.01,0.28,0.17,0.29,0.15,0.89
2021-10-22,0.01,0.28,0.17,0.3,0.16,0.92
2021-10-23,0.0,0.26,0.13,0.22,0.17,0.78
2021-10-24,0.01,0.2,0.09,0.15,0.18,0.63
2021-10-25,0.01,0.28,0.16,0.28,0.21,0.93
2021-10-26,0.0,0.28,0.19,0.32,0.21,1.01
2021-10-27,0.0,0.28,0.18,0.31,0.2,0.98
2021-10-28,0.01,0.28,0.18,0.31,0.22,0.99
2021-10-29,0.01,0.28,0.18,0.31,0.23,1.0
2021-10-30,0.0,0.26,0.15,0.25,0.22,0.89
2021-10-31,0.0,0.22,0.13,0.22,0.2,0.78
